content,sentiment
" I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",sadness
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!,sadness
another rainy day,sadness
 Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,sadness
" It's my mum's. LOL They haven't got me anything yet.  Sad, Sad... haha",sadness
" I got a coupon, but I couldn't register it because you have to be in the US",sadness
"horrible dreams last night  also had one in which i was employed...sigh, if only.",sadness
"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me",sadness
Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,sadness
"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",sadness
Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away,sadness
"Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ...",sadness
 ....any  sorry wahh!! lub u toooo ;),sadness
 That's how it was for me in March...it came sooo slow..then it was over in a heartbeat,sadness
Finally back from the stupid holiday ! Missing the fit bar men though,sadness
 i wish i was outside,sadness
"ooh whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0",sadness
 I have too much work to drink now.   but I do love afternoons in the pub.,sadness
i got ill and tomorrow iï¿½ve got birthday...,sadness
 I've been sat sunbathing in the bombed out church all day and left and missed you,sadness
watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,sadness
Congrats to ALL Graduates! Such a Beautiful thing &amp; Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,sadness
. I'm sitting here with this girl that urk my nerves damm yo,sadness
"well,only one week left of my holidays,sad sad",sadness
" thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn't work",sadness
MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,sadness
 Izzy!!! So sorry to hear that - what a disaster,sadness
Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards,sadness
thanks gourmetcook! But cold shower wouldn't help.,sadness
 you're missing the devil wears prada!!!!! sad...,sadness
My hairstylist left the salon without telling me where she was going.   Damn!,sadness
"TGIF, too bad the weather sucks...",sadness
 probably not. I hate when that happens!,sadness
PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,sadness
Just paid my bills now I have no money,sadness
 I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away',sadness
"Warhammer 40k: Space Marines 'officially' announced, only for 360 and PS3.  No luck for PC gamers",sadness
 more nightmares?  *huggles*,sadness
ugh back to work today,sadness
I hate being young,sadness
" Oh, final msg - Why didn't you review my boardgame Bookchaseï¿½ when you were on telly? We didn't even get a nice letter..",sadness
Field day.... Gt class...not winning...,sadness
loves florida but misses her american friends,sadness
"michael scofiled Noooooo !!  I hate the writer, director n production",sadness
 no sir...i woulda put honey...but i don't have any,sadness
 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else,sadness
darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....,sadness
 well piss on that. I can't get into their site @ work nor does it come thru on my phone.,sadness
 I have the most failures using Lacie drives,sadness
 i wanted to go for my birthday...,sadness
 lolol...i was trying to do that this morning but sadly i couldnt,sadness
Another long walk in the heat... I hate this...,sadness
"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",sadness
"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",sadness
 that's mean of them!,sadness
 No wonder I didn't get into Urbana,sadness
I ran out of Eclipse mints,sadness
 I was scared by the Daleks in the DW Exhibition in Cardiff.,sadness
I ran outta bathroom passes.  maybe mrs. French will be nice today?,sadness
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",sadness
 i'm watchign the garden from the window...far too hot for me,sadness
I slept so late,sadness
...aw i want classic burger.,sadness
i always feel last.,sadness
 awwwwww sorry we're going to miss you!,sadness
 So you wouldn't reply to my gorgeous hot pink shoe then?,sadness
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,sadness
"on the way home , no sleep  makeup and pedicure then graduation ceremony",sadness
 yes....but now I'm not going to be paid to be in the pub,sadness
 Hey Dee... I wish I could make it to the mastermind session tomorrow  I'm in a wedding in Statesboro. hope to chat soon.,sadness
wishing I got fij,sadness
 I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,sadness
Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot;,sadness
is tanning with emily! too bad its prob gonna rain,sadness
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,sadness
" omg!!!! I feel bad,  .Was it good?              ;",sadness
"Lunch time! Feeling really odd today, generally not great",sadness
Shopped til i dropped....come bac sunshine i miss u,sadness
 Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,sadness
 Anything for . So sorry man  I am not a patsy generally...,sadness
 I am soooo disappointed that that is what he looks like btw! The image is gone,sadness
"Once again, I'm dealing with cancer in my direct family. Bugger  Cancel sucks!",sadness
  tis a sad day,sadness
My stomach effing hurts. Sadly there'll be no gym class this afternoon,sadness
 i wish i was there too,sadness
 i wish for kiau to go cat heaven too. and meet my seuss,sadness
 Your Steve Chai sounds awesome. *wishes she had one now* But I'm stuck with: Idon'tknowwhatdamnbrandcoffeethisis,sadness
Cab is so slow so I will probably miss the first beer...,sadness
I AM SUCH A CREEPER  I feel disappointed because of it. Damn my cyberstalking skills   the internet = no more privacy.,sadness
  passed away,sadness
in school w. linda doing nothing  ;i miss you,sadness
Just got up thinkin about how weird it is w/out our dog,sadness
 noo.. U dont even know how upset I am right now..,sadness
"Well,  I discovered I can't swim.  I'm out.  Sorry",sadness
 &quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go together. Wish I could go,sadness
shares I miss my niece and nephew.  ,sadness
Experiencing pain with paginating ASP.NET ListView controls,sadness
i dont get it,sadness
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,sadness
"Beyonce helps me through the day, I'm starting to get sick",sadness
Oh my poop. Stupid Twitter won't let me put up a new picture.,sadness
() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,sadness
"My head is starting to ache again, and I have to reinstall operating systems on 31 computers.",sadness
   your picture makes me thristy EVERYDAY!,sadness
the columbus blue jackes may be movieing to anew city to play at  thats sad news,sadness
"stupid rain, now our picnic is cancelled till tomorrow",sadness
Wants to go home with the seniors,sadness
Philadelphia Phillies' Brett Myers out indefinitely with injured hip -  (via ) nooooo,sadness
"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain",sadness
crying so hard.......,sadness
" Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday.",sadness
ughhh have a tummy ache,sadness
Why are we busy ugh I have the largest headache,sadness
"has had a fab day on placement, But working all weekend.",sadness
Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!,sadness
"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;",sadness
pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..,sadness
 no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time,sadness
: yay! Lol. Now I know how you felt when I was gone.,sadness
 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,sadness
